CICLO,RMP,ID_RAMO,DESC_RAMO,ID_MODALIDAD,DESC_MODALIDAD,ID_PP,DESC_PP,EJERCIDO_MDP
2008,04R901,4,Gobernación,R,Otras actividades relevantes,901,Equidad de Género (Ampliaciones determinadas por la Cámara de Diputados),9.145001
2008,05E001,5,Relaciones Exteriores,E,Prestación de servicios públicos,1,Atención a las comunidades mexicanas en el exterior,52.879945
2008,05E002,5,Relaciones Exteriores,E,Prestación de servicios públicos,2,Protección y asistencia consular,1090.231709
2008,05E003,5,Relaciones Exteriores,E,Prestación de servicios públicos,3,Expedición de pasaportes y servicios consulares,194.068785
2008,05E004,5,Relaciones Exteriores,E,Prestación de servicios públicos,4,Defensa de los intereses de México y de sus nacionales en litigios internacionales,18.917805
2008,05K025,5,Relaciones Exteriores,K,Proyectos de inversión,25,Proyectos de inmuebles (oficinas administrativas),138.3777
2008,05M001,5,Relaciones Exteriores,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,760.514134
2008,05O001,5,Relaciones Exteriores,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,1,Actividades de apoyo a la función pública y buen gobierno,17.833845
2008,05P001,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1,"Coordinación de la agenda económica, la promoción comercial de México en el exterior y la cooperación internacional",122.255077
2008,05P002,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",2,Diseño y conducción de la política exterior de México,124.931449
2008,05P003,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",3,Coordinación de la política exterior de México en materia de derechos humanos y democracia,18.50973
2008,05P004,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",4,"Promoción y defensa de los intereses de México en el exterior, en los ámbitos bilateral y regional",2991.71801
2008,05P005,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",5,Promoción y defensa de los intereses de México en el Sistema de Naciones Unidas y demás foros multilaterales que se ocupan de temas globales,264.160513
2008,05P006,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",6,Promoción y defensa de los intereses de México en los organismos económicos internacionales,12.900989
2008,05P007,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",7,Promoción de la cultura de México en el exterior,89.807967
2008,05R001,5,Relaciones Exteriores,R,Otras actividades relevantes,1,Compromisos financieros de México ante organismos internacionales,1521.900303
2008,05R002,5,Relaciones Exteriores,R,Otras actividades relevantes,2,Fortalecimiento de las capacidades del Servicio Exterior Mexicano y de la Cancillería,16.075315
2008,05R003,5,Relaciones Exteriores,R,Otras actividades relevantes,3,Preservación de la integridad territorial y delimitación de las fronteras del país,48.497694
2008,06B001,6,Hacienda y Crédito Público,B,Producción de bienes públicos,1,"Producción de impresos valorados, no valorados, numerados y de seguridad",154.25056
2008,06E003,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,3,Administración de los fondos federales y valores en propiedad y/o custodia del Gobierno Federal,676.554379
2008,06E005,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,5,Recopilación y producción de material informativo (Notimex),133.639202
2008,06E006,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,6,Promoción del acceso a la información pública,231.310669
2008,06E008,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,8,"Administración, restauración y difusión del acervo patrimonial y documental de la SHCP",224.118691
2008,06E011,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,11,Protección y Defensa de los Usuarios de Servicios Financieros,459.675335
2008,06E306,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,306,Promoción del acceso a la información pública (Ampliaciones determinadas por la Cámara de Diputados),4.639093
2008,06F001,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,1,Programa de Garantías Liquidas,101.5
2008,06F002,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,2,"Programa integral de formación, capacitación y consultoría para Productores e Intermediarios Financieros Rurales.",203
2008,06F006,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,6,Fomento al Ahorro y Crédito Popular,323.284351
2008,06F010,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,10,Programa Capital de Riesgo y para Servicios de Cobertura,99
2008,06F017,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,17,Apoyos para el fomento financiero y tecnológico de los sectores agropecuario y pesquero,198
2008,06F026,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,26,"Otorgamiento de crédito y garantías, capacitación, asistencia técnica e información a las MIPYMES",3500
2008,06F301,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,301,Programa de Garantías Liquidas (Ampliaciones determinadas por la Cámara de Diputados),21
2008,06F302,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,302,"Programa integral de formación, capacitación y consultoría para Productores e Intermediarios Financieros Rurales. (Ampliaciones determinadas por la Cámara de Diputados)",97
2008,06F306,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,306,Fomento al Ahorro y Crédito Popular (Ampliaciones determinadas por la Cámara de Diputados),129.047243
2008,06F310,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,310,Programa Capital de Riesgo y para Servicios de Cobertura (Ampliaciones determinadas por la Cámara de Diputados),200
2008,06F317,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,317,Apoyos para el fomento financiero y tecnológico de los sectores agropecuario y pesquero (Ampliaciones determinadas por la Cámara de Diputados),670
2008,06G001,6,Hacienda y Crédito Público,G,Regulación y supervisión,1,Regulación del sector financiero,2681.516711
2008,06G002,6,Hacienda y Crédito Público,G,Regulación y supervisión,2,Detección y prevención de ilícitos financieros relacionados con el terrorismo y el lavado de dinero,77.87972
2008,06G003,6,Hacienda y Crédito Público,G,Regulación y supervisión,3,"Regulación, inspección y vigilancia de entidades participantes en los Sistemas de Ahorro para el Retiro,",206.946695
2008,06G004,6,Hacienda y Crédito Público,G,Regulación y supervisión,4,"Regulación, inspección y vigilancia del sector asegurador",254.714922
2008,06G005,6,Hacienda y Crédito Público,G,Regulación y supervisión,5,"Regulación, inspección y vigilancia del sector bancario y de valores",980.85079
2008,06K014,6,Hacienda y Crédito Público,K,Proyectos de inversión,14,Otros proyectos de infraestructura social,18.875159
2008,06K025,6,Hacienda y Crédito Público,K,Proyectos de inversión,25,Proyectos de inmuebles (oficinas administrativas),9.919873
2008,06K026,6,Hacienda y Crédito Público,K,Proyectos de inversión,26,Otros Proyectos,8
2008,06K027,6,Hacienda y Crédito Público,K,Proyectos de inversión,27,Mantenimiento de infraestructura,6.853325
2008,06K028,6,Hacienda y Crédito Público,K,Proyectos de inversión,28,Estudios de preinversión,5.169228
2008,06M001,6,Hacienda y Crédito Público,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,7033.530182
2008,06O001,6,Hacienda y Crédito Público,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,1,Actividades de apoyo a la función pública y buen gobierno,330.596383
2008,06O099,6,Hacienda y Crédito Público,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,99,Operación del Servicio Profesional de Carrera en la Administración Pública Federal Centralizada,10.027737
2008,06P001,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1,Diseño de la política de ingresos,192.797486
2008,06P002,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",2,"Diseño e instrumentación de las políticas y estrategias en materia de programación, presupuesto, gasto público federal, contabilidad y rendición de cuentas de la gestión del sector público",612.692179
2008,06P003,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",3,"Diseño e instrumentación de las estrategias macroeconómica, de finanzas y de deuda pública",351.88175
2008,06P004,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",4,Asesoría jurídica y representación judicial y administrativa de la SHCP,345.265719
2008,06P005,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",5,Conducción e instrumentación de la política nacional de vivienda y suelo para uso y redensificación habitacional,110.033712
2008,06P006,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",6,"Fomento y coordinación de políticas públicas, investigación y promoción vinculadas a las culturas indígenas",856.515743
2008,06P007,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",7,Generación y coordinación de los sistemas nacionales de información estadística y geográfica,1365.985356
2008,06P008,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",8,Control de la operación aduanera,2593.518036
2008,06P009,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",9,Recaudación de las contribuciones federales,7142.410129
2008,06P010,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",10,Promoción y coordinación de las acciones para la equidad de género,206.992579
2008,06P011,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",11,Perfeccionamiento del Sistema Nacional de Coordinación Fiscal,1294.73352
2008,06P306,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",306,"Fomento y coordinación de políticas públicas, investigación y promoción vinculadas a las culturas indígenas (Ampliaciones determinadas por la Cámara de Diputados)",64.414014
2008,06P310,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",310,Promoción y coordinación de las acciones para la equidad de género (Ampliaciones determinadas por la Cámara de Diputados),266.518
2008,06R001,6,Hacienda y Crédito Público,R,Otras actividades relevantes,1,Compromisos con Organismos Financieros Internacionales,523.914005
2008,06R002,6,Hacienda y Crédito Público,R,Otras actividades relevantes,2,Actividades de información y difusión institucional y de fomento para el cumplimiento de las obligaciones fiscales,431.183789
2008,06R003,6,Hacienda y Crédito Público,R,Otras actividades relevantes,3,Censo Agropecuario,95.345331
2008,06R004,6,Hacienda y Crédito Público,R,Otras actividades relevantes,4,Administración y enajenación de los activos referidos en la Ley Federal para la Administración y Enajenación de Bienes del Sector Público (SAE),983.573987
2008,06R005,6,Hacienda y Crédito Público,R,Otras actividades relevantes,5,Censo de Población y Vivienda,0.087831
2008,06R006,6,Hacienda y Crédito Público,R,Otras actividades relevantes,6,Censos Económicos,36.149203
2008,06S001,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,1,Subsidio a la Prima del Seguro Agropecuario,444.75
2008,06S172,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,43.361801
2008,06S177,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,177,Programa de esquema de financiamiento y subsidio federal para vivienda,4984.369789
2008,06S178,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,178,Programas Albergues Escolares Indígenas (PAEI),745.484413
2008,06S179,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,179,Programa de Infraestructura Social Básica (PIBAI),3950.07613
2008,06S180,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,180,Programa Fondos Regionales Indígenas (PFRI),279.319202
2008,06S181,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,181,Programa Organización Productiva para Mujeres Indígenas (POPMI),118.82867
2008,06S182,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,182,Promoción de Convenios en Materia de Procuración de Justicia (PCMJ),36.015453
2008,06S183,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),40.752335
2008,06S184,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),162.054806
2008,06S185,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),108.729111
2008,06S186,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,186,Constitución y operación de unidades de promoción de crédito,77.615
2008,06S187,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,187,Reducción de costos acceso al crédito,101.5
2008,06S199,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,199,Fondo de Contingencias y Autoseguro,50
2008,06S301,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,301,Subsidio a la Prima del Seguro Agropecuario (Ampliaciones determinadas por la Cámara de Diputados),299.999987
2008,06S481,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,481,Programa Organización Productiva para Mujeres Indígenas (POPMI) (Ampliaciones determinadas por la Cámara de Diputados),59.578563
2008,06S486,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,486,Constitución y operación de unidades de promoción de crédito (Ampliaciones determinadas por la Cámara de Diputados),481.5
2008,06S487,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,487,Reducción de costos acceso al crédito (Ampliaciones determinadas por la Cámara de Diputados),147.5
2008,06S499,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,499,Fondo de Contingencias y Autoseguro (Ampliaciones determinadas por la Cámara de Diputados),148.689407
2008,06U001,6,Hacienda y Crédito Público,U,Otros programas de subsidios,1,Fomento a la producción de vivienda en las Entidades Federativas y Municipios,6.601266
2008,06U002,6,Hacienda y Crédito Público,U,Otros programas de subsidios,2,Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),29.593455
2008,06U004,6,Hacienda y Crédito Público,U,Otros programas de subsidios,4,Proyectos de comunicación indígena,2.4438
2008,06U006,6,Hacienda y Crédito Público,U,Otros programas de subsidios,6,Programa complementario de financiamiento a la vivienda,0
2008,07K014,7,Defensa Nacional,K,Proyectos de inversión,14,Otros proyectos de infraestructura social,39.767763
2008,07K019,7,Defensa Nacional,K,Proyectos de inversión,19,Proyectos de infraestructura gubernamental de seguridad nacional,301.284544
2008,07K026,7,Defensa Nacional,K,Proyectos de inversión,26,OTROS PROYECTOS,10.773339
2008,07M001,7,Defensa Nacional,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,3493.243838
2008,07R001,7,Defensa Nacional,R,Otras actividades relevantes,1,Producción de equipo e infraestructura militares,2877.337779
2008,07R002,7,Defensa Nacional,R,Otras actividades relevantes,2,"Defensa de la Integridad, la Independencia, la Soberanía del Territorio Nacional",21902.034415
2008,07R003,7,Defensa Nacional,R,Otras actividades relevantes,3,Acciones de vigilancia en el territorio nacional,3441.670757
2008,07R005,7,Defensa Nacional,R,Otras actividades relevantes,5,Procuración de justicia militar,202.205448
2008,07R006,7,Defensa Nacional,R,Otras actividades relevantes,6,Impartición de justicia militar,41.977694
2008,07R007,7,Defensa Nacional,R,Otras actividades relevantes,7,Profesionalización de los recursos humanos del ejército y fuerza aérea mediante el sistema educativo militar (educación media superior),562.477487
2008,07R008,7,Defensa Nacional,R,Otras actividades relevantes,8,Profesionalización de los recursos humanos del ejército y fuerza aérea mediante el sistema educativo militar (educación superior),657.987581
2008,07R009,7,Defensa Nacional,R,Otras actividades relevantes,9,Servicios de Salud al personal militar y sus derechohabientes,3330.033376
2008,07R015,7,Defensa Nacional,R,Otras actividades relevantes,15,Producción de árboles en viveros forestales y reforestación,101.402097
2008,07R900,7,Defensa Nacional,R,Otras actividades relevantes,900,Capacitación y sensibilización para efectivos en perspectiva de género (Ampliaciones determinadas por la Cámara de Diputados),160.232236
2008,08E001,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,1,Desarrollo y aplicación de programas educativos a nivel medio superior,398.062764
2008,08E002,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,2,Desarrollo de los programas educativos a nivel superior,679.411678
2008,08E003,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,3,Vinculación entre los Servicios Académicos que presta la Universidad Autónoma de Chapingo y el Desarrollo de la Investigación Científica y Tecnológica,75.986591
2008,08E004,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,4,Desarrollo y aplicación de programas educativos en materia agropecuaria,769.935203
2008,08E005,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,5,"Apoyo al cambio tecnológico en las actividades agropecuarias, rurales, acuícolas y pesqueras",788.462638
2008,08E302,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,302,Desarrollo de los programas educativos a nivel superior (Ampliaciones determinadas por la Cámara de Diputados),73.963807
2008,08E304,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,304,Desarrollo y aplicación de programas educativos en materia agropecuaria (Ampliaciones determinadas por la Cámara de Diputados),66.615407
2008,08K009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de inversión,9,Proyectos de Infraestructura Social de Educación,25.00699
2008,08K026,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de inversión,26,Otros proyectos,200.251031
2008,08K027,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de inversión,27,Mantenimiento de Infraestructura,82.047332
2008,08K028,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de inversión,28,Estudios de Preinversión,18.931256
2008,08M001,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,3921.202135
2008,08O001,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,1,Apoyo a la Función Pública y Buen Gobierno,41.179555
2008,08O099,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,99,Operación del Servicio Profesional de Carrera en la Administración Pública Federal Centralizada,18.090576
2008,08R002,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",R,Otras actividades relevantes,2,Sustentar la funcionalidad de programas,4968.734262
2008,08R302,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",R,Otras actividades relevantes,302,Sustentar la funcionalidad de programas (Ampliaciones determinadas por la Cámara de Diputados),0
2008,08S161,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,161,PROCAMPO,14198.433467
2008,08S170,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,170,Alianza para el Campo,9038.480111
2008,08S173,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,173,Programa de Apoyo a Contingencias Climatológicas,354.602409
2008,08S195,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,195,Programa de Uso Sustentable de Recursos Naturales para la Producción Primaria,3875.738818
2008,08S198,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,198,Programa de Soporte al Sector Agropecuario,2698.283703
2008,08S210,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,210,Programa de Inducción y Desarrollo del Financiamiento al Medio Rural,2571.346494
2008,08S211,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,211,Programa de Atención a Problemas Estructurales,11674.022144
2008,08S212,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,212,Programa de Apoyo a la Participación de Actores para el Desarrollo Rural,395.783993
2008,08S470,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,470,Alianza para el Campo (Ampliaciones determinadas por la Cámara de Diputados),2341.819123
2008,08S473,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,473,Programa de Apoyo a Contingencias Climatológicas (Ampliaciones determinadas por la Cámara de Diputados),285.86638
2008,08S495,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,495,Programa de Uso Sustentable de Recursos Naturales para la Producción Primaria (Ampliaciones determinadas por la Cámara de Diputados),1211.872781
2008,08S498,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,498,Programa de Soporte al Sector Agropecuario (Ampliaciones determinadas por la Cámara de Diputados),992.994819
2008,08S711,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,711,Programa de Atención a Problemas Estructurales (Ampliaciones determinadas por la Cámara de Diputados),623.946769
